ID,EIS_filename,question_type,question,groundtruth_answer,context
EIS00646,eis_Land_Management_Plan,process,What types of land uses are included under the special use authorizations administered by the Tonto National Forest?,"The types of land uses included under the special use authorizations administered by the Tonto National Forest can include research, weather stations, commercial filming, railroad rights-of-way, roads, communications sites, water gauging, and electrical power storage and transmission.","Special Uses 
All occupancy, use, and improvements on National Forest System lands that are not directly related to timber harvesting, grazing or mining activities are referred to as special uses. Special use authorizations (permits, leases or easements) are legal instruments whose terms and conditions are fully enforceable. The mission of the Forest Service Special Uses Program is to manage the use and occupancy of National Forest System land in a manner that protects natural resource values, promotes public health and safety, and is consistent with laws, regulations, policies, and the forest plan. 
The Tonto National Forest administers approximately 457 lands special use authorizations. Land uses can include research, weather stations, commercial filming, railroad rights-of-way, roads, communications sites, water gauging, and electrical power storage and transmission. 
The Forest regularly receives proposals for the use and occupancy of National Forest System lands. However, there has not been an obvious trend over time for more or fewer proposals. Census data has shown that population for the counties containing National Forest System land administered by the Tonto National Forest have remained relatively stable. Meanwhile, significant population growth within the Phoenix metropolitan area would suggest that change is coming and it is expected that the Forest will see an increase in proposals for special uses rather than a decrease.
"
EIS00647,eis_Land_Management_Plan,closed,Is the Navajo Generating Station connected to a 500 kilovolt line?,yes,"Affected Environment 
The major power transmission lines located within the plan area transfer power generated from the Navajo Generating Station, the Four Corners Generating Station near Fruitland, New Mexico, and the 995-megawatt Cholla coal-fired power plant in northeastern Arizona near Holbrook. An existing 345 kilovolt line connects power generated at the Cholla Generation Plant to the Pinnacle Peak substation, where it is transferred into the 500-kilovolt system for further transmission. The Navajo Generating Station transmits electricity through an existing 500 kilovolt line, ultimately delivering power to the Palo Verde transmission hub where it is distributed further west (APS 2014). 
The Tonto National Forest has a long history of hydroelectric production beginning with the Salt River Project and the Childs/Irving Power Plants in the early 1900s. The forest also has the potential to host or facilitate the development of other alternate or renewable energy sources which may include solar, wind, and biomass. Construction and maintenance of facilities and transmission lines could provide employment while energy produced or transmitted provides direct benefits in power generation. Wind and solar energy are clean fuels which do not release hydrocarbons to the atmosphere and as such do not contribute to global warming. 
Interest in exploring renewable energy development on public and private lands, including solar, wind, geothermal, woody biomass, and hydroelectric power at the local, state, and national level, has increased during the past 10 years. In 2006, the Arizona Corporate Commission approved the Renewable Energy Standard and Tariff. These rules require that regulated electric utilities must generate 15 percent of their energy from renewable resources by 2025. Each year, Arizona's utility companies are required to file annual implementation plans describing how they will comply with the Renewable Energy Standard and Tariff rules. The proposals include incentives for customers who install solar energy technologies for their own homes and businesses. This Renewable Energy Standard, along with Federal direction geared toward energy savings and climate change resiliency, have driven interest in exploring solar, wind, and woody biomass studies directly connected to National Forest System lands which might require development of additional transmission lines on National Forest System lands. Because the Arizona Corporate Commission is anticipated to update its renewable energy portfolio within the next 20 years, the Forest needs to consider potential renewable energy projects on National Forest System lands.
"
EIS00648,eis_Land_Management_Plan,closed,Does the Pinnacle Peak substation transfer power into a 345-kilovolt system for further transmission?,no,"Affected Environment 
The major power transmission lines located within the plan area transfer power generated from the Navajo Generating Station, the Four Corners Generating Station near Fruitland, New Mexico, and the 995-megawatt Cholla coal-fired power plant in northeastern Arizona near Holbrook. An existing 345 kilovolt line connects power generated at the Cholla Generation Plant to the Pinnacle Peak substation, where it is transferred into the 500-kilovolt system for further transmission. The Navajo Generating Station transmits electricity through an existing 500 kilovolt line, ultimately delivering power to the Palo Verde transmission hub where it is distributed further west (APS 2014). 
The Tonto National Forest has a long history of hydroelectric production beginning with the Salt River Project and the Childs/Irving Power Plants in the early 1900s. The forest also has the potential to host or facilitate the development of other alternate or renewable energy sources which may include solar, wind, and biomass. Construction and maintenance of facilities and transmission lines could provide employment while energy produced or transmitted provides direct benefits in power generation. Wind and solar energy are clean fuels which do not release hydrocarbons to the atmosphere and as such do not contribute to global warming. 
Interest in exploring renewable energy development on public and private lands, including solar, wind, geothermal, woody biomass, and hydroelectric power at the local, state, and national level, has increased during the past 10 years. In 2006, the Arizona Corporate Commission approved the Renewable Energy Standard and Tariff. These rules require that regulated electric utilities must generate 15 percent of their energy from renewable resources by 2025. Each year, Arizona's utility companies are required to file annual implementation plans describing how they will comply with the Renewable Energy Standard and Tariff rules. The proposals include incentives for customers who install solar energy technologies for their own homes and businesses. This Renewable Energy Standard, along with Federal direction geared toward energy savings and climate change resiliency, have driven interest in exploring solar, wind, and woody biomass studies directly connected to National Forest System lands which might require development of additional transmission lines on National Forest System lands. Because the Arizona Corporate Commission is anticipated to update its renewable energy portfolio within the next 20 years, the Forest needs to consider potential renewable energy projects on National Forest System lands.
"
EIS00649,eis_Land_Management_Plan,closed,Has the Tonto National Forest had hydroelectric production since the early 1900s?,yes,"Affected Environment 
The major power transmission lines located within the plan area transfer power generated from the Navajo Generating Station, the Four Corners Generating Station near Fruitland, New Mexico, and the 995-megawatt Cholla coal-fired power plant in northeastern Arizona near Holbrook. An existing 345 kilovolt line connects power generated at the Cholla Generation Plant to the Pinnacle Peak substation, where it is transferred into the 500-kilovolt system for further transmission. The Navajo Generating Station transmits electricity through an existing 500 kilovolt line, ultimately delivering power to the Palo Verde transmission hub where it is distributed further west (APS 2014). 
The Tonto National Forest has a long history of hydroelectric production beginning with the Salt River Project and the Childs/Irving Power Plants in the early 1900s. The forest also has the potential to host or facilitate the development of other alternate or renewable energy sources which may include solar, wind, and biomass. Construction and maintenance of facilities and transmission lines could provide employment while energy produced or transmitted provides direct benefits in power generation. Wind and solar energy are clean fuels which do not release hydrocarbons to the atmosphere and as such do not contribute to global warming. 
Interest in exploring renewable energy development on public and private lands, including solar, wind, geothermal, woody biomass, and hydroelectric power at the local, state, and national level, has increased during the past 10 years. In 2006, the Arizona Corporate Commission approved the Renewable Energy Standard and Tariff. These rules require that regulated electric utilities must generate 15 percent of their energy from renewable resources by 2025. Each year, Arizona's utility companies are required to file annual implementation plans describing how they will comply with the Renewable Energy Standard and Tariff rules. The proposals include incentives for customers who install solar energy technologies for their own homes and businesses. This Renewable Energy Standard, along with Federal direction geared toward energy savings and climate change resiliency, have driven interest in exploring solar, wind, and woody biomass studies directly connected to National Forest System lands which might require development of additional transmission lines on National Forest System lands. Because the Arizona Corporate Commission is anticipated to update its renewable energy portfolio within the next 20 years, the Forest needs to consider potential renewable energy projects on National Forest System lands.
"
EIS00650,eis_Land_Management_Plan,closed,Are wind and solar energy known to release hydrocarbons into the atmosphere?,no,"Affected Environment 
The major power transmission lines located within the plan area transfer power generated from the Navajo Generating Station, the Four Corners Generating Station near Fruitland, New Mexico, and the 995-megawatt Cholla coal-fired power plant in northeastern Arizona near Holbrook. An existing 345 kilovolt line connects power generated at the Cholla Generation Plant to the Pinnacle Peak substation, where it is transferred into the 500-kilovolt system for further transmission. The Navajo Generating Station transmits electricity through an existing 500 kilovolt line, ultimately delivering power to the Palo Verde transmission hub where it is distributed further west (APS 2014). 
The Tonto National Forest has a long history of hydroelectric production beginning with the Salt River Project and the Childs/Irving Power Plants in the early 1900s. The forest also has the potential to host or facilitate the development of other alternate or renewable energy sources which may include solar, wind, and biomass. Construction and maintenance of facilities and transmission lines could provide employment while energy produced or transmitted provides direct benefits in power generation. Wind and solar energy are clean fuels which do not release hydrocarbons to the atmosphere and as such do not contribute to global warming. 
Interest in exploring renewable energy development on public and private lands, including solar, wind, geothermal, woody biomass, and hydroelectric power at the local, state, and national level, has increased during the past 10 years. In 2006, the Arizona Corporate Commission approved the Renewable Energy Standard and Tariff. These rules require that regulated electric utilities must generate 15 percent of their energy from renewable resources by 2025. Each year, Arizona's utility companies are required to file annual implementation plans describing how they will comply with the Renewable Energy Standard and Tariff rules. The proposals include incentives for customers who install solar energy technologies for their own homes and businesses. This Renewable Energy Standard, along with Federal direction geared toward energy savings and climate change resiliency, have driven interest in exploring solar, wind, and woody biomass studies directly connected to National Forest System lands which might require development of additional transmission lines on National Forest System lands. Because the Arizona Corporate Commission is anticipated to update its renewable energy portfolio within the next 20 years, the Forest needs to consider potential renewable energy projects on National Forest System lands.
"
EIS00651,eis_Land_Management_Plan,closed,Did the Arizona Corporate Commission approve a Renewable Energy Standard and Tariff in 2006?,yes,"Affected Environment 
The major power transmission lines located within the plan area transfer power generated from the Navajo Generating Station, the Four Corners Generating Station near Fruitland, New Mexico, and the 995-megawatt Cholla coal-fired power plant in northeastern Arizona near Holbrook. An existing 345 kilovolt line connects power generated at the Cholla Generation Plant to the Pinnacle Peak substation, where it is transferred into the 500-kilovolt system for further transmission. The Navajo Generating Station transmits electricity through an existing 500 kilovolt line, ultimately delivering power to the Palo Verde transmission hub where it is distributed further west (APS 2014). 
The Tonto National Forest has a long history of hydroelectric production beginning with the Salt River Project and the Childs/Irving Power Plants in the early 1900s. The forest also has the potential to host or facilitate the development of other alternate or renewable energy sources which may include solar, wind, and biomass. Construction and maintenance of facilities and transmission lines could provide employment while energy produced or transmitted provides direct benefits in power generation. Wind and solar energy are clean fuels which do not release hydrocarbons to the atmosphere and as such do not contribute to global warming. 
Interest in exploring renewable energy development on public and private lands, including solar, wind, geothermal, woody biomass, and hydroelectric power at the local, state, and national level, has increased during the past 10 years. In 2006, the Arizona Corporate Commission approved the Renewable Energy Standard and Tariff. These rules require that regulated electric utilities must generate 15 percent of their energy from renewable resources by 2025. Each year, Arizona's utility companies are required to file annual implementation plans describing how they will comply with the Renewable Energy Standard and Tariff rules. The proposals include incentives for customers who install solar energy technologies for their own homes and businesses. This Renewable Energy Standard, along with Federal direction geared toward energy savings and climate change resiliency, have driven interest in exploring solar, wind, and woody biomass studies directly connected to National Forest System lands which might require development of additional transmission lines on National Forest System lands. Because the Arizona Corporate Commission is anticipated to update its renewable energy portfolio within the next 20 years, the Forest needs to consider potential renewable energy projects on National Forest System lands.
"
EIS00652,eis_Land_Management_Plan,closed,Are Arizona's utility companies required to generate 25 percent of their energy from renewable resources by 2025?,no,"Affected Environment 
The major power transmission lines located within the plan area transfer power generated from the Navajo Generating Station, the Four Corners Generating Station near Fruitland, New Mexico, and the 995-megawatt Cholla coal-fired power plant in northeastern Arizona near Holbrook. An existing 345 kilovolt line connects power generated at the Cholla Generation Plant to the Pinnacle Peak substation, where it is transferred into the 500-kilovolt system for further transmission. The Navajo Generating Station transmits electricity through an existing 500 kilovolt line, ultimately delivering power to the Palo Verde transmission hub where it is distributed further west (APS 2014). 
The Tonto National Forest has a long history of hydroelectric production beginning with the Salt River Project and the Childs/Irving Power Plants in the early 1900s. The forest also has the potential to host or facilitate the development of other alternate or renewable energy sources which may include solar, wind, and biomass. Construction and maintenance of facilities and transmission lines could provide employment while energy produced or transmitted provides direct benefits in power generation. Wind and solar energy are clean fuels which do not release hydrocarbons to the atmosphere and as such do not contribute to global warming. 
Interest in exploring renewable energy development on public and private lands, including solar, wind, geothermal, woody biomass, and hydroelectric power at the local, state, and national level, has increased during the past 10 years. In 2006, the Arizona Corporate Commission approved the Renewable Energy Standard and Tariff. These rules require that regulated electric utilities must generate 15 percent of their energy from renewable resources by 2025. Each year, Arizona's utility companies are required to file annual implementation plans describing how they will comply with the Renewable Energy Standard and Tariff rules. The proposals include incentives for customers who install solar energy technologies for their own homes and businesses. This Renewable Energy Standard, along with Federal direction geared toward energy savings and climate change resiliency, have driven interest in exploring solar, wind, and woody biomass studies directly connected to National Forest System lands which might require development of additional transmission lines on National Forest System lands. Because the Arizona Corporate Commission is anticipated to update its renewable energy portfolio within the next 20 years, the Forest needs to consider potential renewable energy projects on National Forest System lands.
"
EIS00653,eis_Land_Management_Plan,closed,Is the Arizona Corporate Commission expected to update its renewable energy portfolio within the next 10 years?,no,"Affected Environment 
The major power transmission lines located within the plan area transfer power generated from the Navajo Generating Station, the Four Corners Generating Station near Fruitland, New Mexico, and the 995-megawatt Cholla coal-fired power plant in northeastern Arizona near Holbrook. An existing 345 kilovolt line connects power generated at the Cholla Generation Plant to the Pinnacle Peak substation, where it is transferred into the 500-kilovolt system for further transmission. The Navajo Generating Station transmits electricity through an existing 500 kilovolt line, ultimately delivering power to the Palo Verde transmission hub where it is distributed further west (APS 2014). 
The Tonto National Forest has a long history of hydroelectric production beginning with the Salt River Project and the Childs/Irving Power Plants in the early 1900s. The forest also has the potential to host or facilitate the development of other alternate or renewable energy sources which may include solar, wind, and biomass. Construction and maintenance of facilities and transmission lines could provide employment while energy produced or transmitted provides direct benefits in power generation. Wind and solar energy are clean fuels which do not release hydrocarbons to the atmosphere and as such do not contribute to global warming. 
Interest in exploring renewable energy development on public and private lands, including solar, wind, geothermal, woody biomass, and hydroelectric power at the local, state, and national level, has increased during the past 10 years. In 2006, the Arizona Corporate Commission approved the Renewable Energy Standard and Tariff. These rules require that regulated electric utilities must generate 15 percent of their energy from renewable resources by 2025. Each year, Arizona's utility companies are required to file annual implementation plans describing how they will comply with the Renewable Energy Standard and Tariff rules. The proposals include incentives for customers who install solar energy technologies for their own homes and businesses. This Renewable Energy Standard, along with Federal direction geared toward energy savings and climate change resiliency, have driven interest in exploring solar, wind, and woody biomass studies directly connected to National Forest System lands which might require development of additional transmission lines on National Forest System lands. Because the Arizona Corporate Commission is anticipated to update its renewable energy portfolio within the next 20 years, the Forest needs to consider potential renewable energy projects on National Forest System lands.
"
EIS00654,eis_Land_Management_Plan,closed,Are utility companies in Arizona mandated to file annual implementation plans for the Renewable Energy Standard and Tariff?,yes,"Affected Environment 
The major power transmission lines located within the plan area transfer power generated from the Navajo Generating Station, the Four Corners Generating Station near Fruitland, New Mexico, and the 995-megawatt Cholla coal-fired power plant in northeastern Arizona near Holbrook. An existing 345 kilovolt line connects power generated at the Cholla Generation Plant to the Pinnacle Peak substation, where it is transferred into the 500-kilovolt system for further transmission. The Navajo Generating Station transmits electricity through an existing 500 kilovolt line, ultimately delivering power to the Palo Verde transmission hub where it is distributed further west (APS 2014). 
The Tonto National Forest has a long history of hydroelectric production beginning with the Salt River Project and the Childs/Irving Power Plants in the early 1900s. The forest also has the potential to host or facilitate the development of other alternate or renewable energy sources which may include solar, wind, and biomass. Construction and maintenance of facilities and transmission lines could provide employment while energy produced or transmitted provides direct benefits in power generation. Wind and solar energy are clean fuels which do not release hydrocarbons to the atmosphere and as such do not contribute to global warming. 
Interest in exploring renewable energy development on public and private lands, including solar, wind, geothermal, woody biomass, and hydroelectric power at the local, state, and national level, has increased during the past 10 years. In 2006, the Arizona Corporate Commission approved the Renewable Energy Standard and Tariff. These rules require that regulated electric utilities must generate 15 percent of their energy from renewable resources by 2025. Each year, Arizona's utility companies are required to file annual implementation plans describing how they will comply with the Renewable Energy Standard and Tariff rules. The proposals include incentives for customers who install solar energy technologies for their own homes and businesses. This Renewable Energy Standard, along with Federal direction geared toward energy savings and climate change resiliency, have driven interest in exploring solar, wind, and woody biomass studies directly connected to National Forest System lands which might require development of additional transmission lines on National Forest System lands. Because the Arizona Corporate Commission is anticipated to update its renewable energy portfolio within the next 20 years, the Forest needs to consider potential renewable energy projects on National Forest System lands.
"
EIS00655,eis_Land_Management_Plan,closed,Does the Four Corners Generating Station transfer power directly to the Palo Verde transmission hub?,no,"Affected Environment 
The major power transmission lines located within the plan area transfer power generated from the Navajo Generating Station, the Four Corners Generating Station near Fruitland, New Mexico, and the 995-megawatt Cholla coal-fired power plant in northeastern Arizona near Holbrook. An existing 345 kilovolt line connects power generated at the Cholla Generation Plant to the Pinnacle Peak substation, where it is transferred into the 500-kilovolt system for further transmission. The Navajo Generating Station transmits electricity through an existing 500 kilovolt line, ultimately delivering power to the Palo Verde transmission hub where it is distributed further west (APS 2014). 
The Tonto National Forest has a long history of hydroelectric production beginning with the Salt River Project and the Childs/Irving Power Plants in the early 1900s. The forest also has the potential to host or facilitate the development of other alternate or renewable energy sources which may include solar, wind, and biomass. Construction and maintenance of facilities and transmission lines could provide employment while energy produced or transmitted provides direct benefits in power generation. Wind and solar energy are clean fuels which do not release hydrocarbons to the atmosphere and as such do not contribute to global warming. 
Interest in exploring renewable energy development on public and private lands, including solar, wind, geothermal, woody biomass, and hydroelectric power at the local, state, and national level, has increased during the past 10 years. In 2006, the Arizona Corporate Commission approved the Renewable Energy Standard and Tariff. These rules require that regulated electric utilities must generate 15 percent of their energy from renewable resources by 2025. Each year, Arizona's utility companies are required to file annual implementation plans describing how they will comply with the Renewable Energy Standard and Tariff rules. The proposals include incentives for customers who install solar energy technologies for their own homes and businesses. This Renewable Energy Standard, along with Federal direction geared toward energy savings and climate change resiliency, have driven interest in exploring solar, wind, and woody biomass studies directly connected to National Forest System lands which might require development of additional transmission lines on National Forest System lands. Because the Arizona Corporate Commission is anticipated to update its renewable energy portfolio within the next 20 years, the Forest needs to consider potential renewable energy projects on National Forest System lands.
"
EIS00656,eis_Land_Management_Plan,closed,Is the Cholla coal-fired power plant located in southwestern Arizona?,no,"Affected Environment 
The major power transmission lines located within the plan area transfer power generated from the Navajo Generating Station, the Four Corners Generating Station near Fruitland, New Mexico, and the 995-megawatt Cholla coal-fired power plant in northeastern Arizona near Holbrook. An existing 345 kilovolt line connects power generated at the Cholla Generation Plant to the Pinnacle Peak substation, where it is transferred into the 500-kilovolt system for further transmission. The Navajo Generating Station transmits electricity through an existing 500 kilovolt line, ultimately delivering power to the Palo Verde transmission hub where it is distributed further west (APS 2014). 
The Tonto National Forest has a long history of hydroelectric production beginning with the Salt River Project and the Childs/Irving Power Plants in the early 1900s. The forest also has the potential to host or facilitate the development of other alternate or renewable energy sources which may include solar, wind, and biomass. Construction and maintenance of facilities and transmission lines could provide employment while energy produced or transmitted provides direct benefits in power generation. Wind and solar energy are clean fuels which do not release hydrocarbons to the atmosphere and as such do not contribute to global warming. 
Interest in exploring renewable energy development on public and private lands, including solar, wind, geothermal, woody biomass, and hydroelectric power at the local, state, and national level, has increased during the past 10 years. In 2006, the Arizona Corporate Commission approved the Renewable Energy Standard and Tariff. These rules require that regulated electric utilities must generate 15 percent of their energy from renewable resources by 2025. Each year, Arizona's utility companies are required to file annual implementation plans describing how they will comply with the Renewable Energy Standard and Tariff rules. The proposals include incentives for customers who install solar energy technologies for their own homes and businesses. This Renewable Energy Standard, along with Federal direction geared toward energy savings and climate change resiliency, have driven interest in exploring solar, wind, and woody biomass studies directly connected to National Forest System lands which might require development of additional transmission lines on National Forest System lands. Because the Arizona Corporate Commission is anticipated to update its renewable energy portfolio within the next 20 years, the Forest needs to consider potential renewable energy projects on National Forest System lands.
"
EIS00657,eis_Land_Management_Plan,inference,"If increased interest in renewable energy development on public lands continues, what might the Tonto National Forest need to consider for future projects?",The Tonto National Forest might need to consider the development of additional transmission lines on National Forest System lands.,"Affected Environment 
The major power transmission lines located within the plan area transfer power generated from the Navajo Generating Station, the Four Corners Generating Station near Fruitland, New Mexico, and the 995-megawatt Cholla coal-fired power plant in northeastern Arizona near Holbrook. An existing 345 kilovolt line connects power generated at the Cholla Generation Plant to the Pinnacle Peak substation, where it is transferred into the 500-kilovolt system for further transmission. The Navajo Generating Station transmits electricity through an existing 500 kilovolt line, ultimately delivering power to the Palo Verde transmission hub where it is distributed further west (APS 2014). 
The Tonto National Forest has a long history of hydroelectric production beginning with the Salt River Project and the Childs/Irving Power Plants in the early 1900s. The forest also has the potential to host or facilitate the development of other alternate or renewable energy sources which may include solar, wind, and biomass. Construction and maintenance of facilities and transmission lines could provide employment while energy produced or transmitted provides direct benefits in power generation. Wind and solar energy are clean fuels which do not release hydrocarbons to the atmosphere and as such do not contribute to global warming. 
Interest in exploring renewable energy development on public and private lands, including solar, wind, geothermal, woody biomass, and hydroelectric power at the local, state, and national level, has increased during the past 10 years. In 2006, the Arizona Corporate Commission approved the Renewable Energy Standard and Tariff. These rules require that regulated electric utilities must generate 15 percent of their energy from renewable resources by 2025. Each year, Arizona's utility companies are required to file annual implementation plans describing how they will comply with the Renewable Energy Standard and Tariff rules. The proposals include incentives for customers who install solar energy technologies for their own homes and businesses. This Renewable Energy Standard, along with Federal direction geared toward energy savings and climate change resiliency, have driven interest in exploring solar, wind, and woody biomass studies directly connected to National Forest System lands which might require development of additional transmission lines on National Forest System lands. Because the Arizona Corporate Commission is anticipated to update its renewable energy portfolio within the next 20 years, the Forest needs to consider potential renewable energy projects on National Forest System lands.
"
EIS00658,eis_Land_Management_Plan,inference,What might be the effect of utilities complying with the Renewable Energy Standard and Tariff rules on renewable energy production and transmission in the region?,There could be a significant increase in renewable energy production and the construction of additional transmission lines or facilities to meet the requirement that utilities generate 15 percent of their energy from renewable resources by 2025.,"Affected Environment 
The major power transmission lines located within the plan area transfer power generated from the Navajo Generating Station, the Four Corners Generating Station near Fruitland, New Mexico, and the 995-megawatt Cholla coal-fired power plant in northeastern Arizona near Holbrook. An existing 345 kilovolt line connects power generated at the Cholla Generation Plant to the Pinnacle Peak substation, where it is transferred into the 500-kilovolt system for further transmission. The Navajo Generating Station transmits electricity through an existing 500 kilovolt line, ultimately delivering power to the Palo Verde transmission hub where it is distributed further west (APS 2014). 
The Tonto National Forest has a long history of hydroelectric production beginning with the Salt River Project and the Childs/Irving Power Plants in the early 1900s. The forest also has the potential to host or facilitate the development of other alternate or renewable energy sources which may include solar, wind, and biomass. Construction and maintenance of facilities and transmission lines could provide employment while energy produced or transmitted provides direct benefits in power generation. Wind and solar energy are clean fuels which do not release hydrocarbons to the atmosphere and as such do not contribute to global warming. 
Interest in exploring renewable energy development on public and private lands, including solar, wind, geothermal, woody biomass, and hydroelectric power at the local, state, and national level, has increased during the past 10 years. In 2006, the Arizona Corporate Commission approved the Renewable Energy Standard and Tariff. These rules require that regulated electric utilities must generate 15 percent of their energy from renewable resources by 2025. Each year, Arizona's utility companies are required to file annual implementation plans describing how they will comply with the Renewable Energy Standard and Tariff rules. The proposals include incentives for customers who install solar energy technologies for their own homes and businesses. This Renewable Energy Standard, along with Federal direction geared toward energy savings and climate change resiliency, have driven interest in exploring solar, wind, and woody biomass studies directly connected to National Forest System lands which might require development of additional transmission lines on National Forest System lands. Because the Arizona Corporate Commission is anticipated to update its renewable energy portfolio within the next 20 years, the Forest needs to consider potential renewable energy projects on National Forest System lands.
"
EIS00659,eis_Land_Management_Plan,process,How is electricity generated at the Navajo Generating Station transmitted for distribution?,"Electricity generated at the Navajo Generating Station is transmitted through an existing 500 kilovolt line, ultimately delivering power to the Palo Verde transmission hub where it is distributed further west.","Affected Environment 
The major power transmission lines located within the plan area transfer power generated from the Navajo Generating Station, the Four Corners Generating Station near Fruitland, New Mexico, and the 995-megawatt Cholla coal-fired power plant in northeastern Arizona near Holbrook. An existing 345 kilovolt line connects power generated at the Cholla Generation Plant to the Pinnacle Peak substation, where it is transferred into the 500-kilovolt system for further transmission. The Navajo Generating Station transmits electricity through an existing 500 kilovolt line, ultimately delivering power to the Palo Verde transmission hub where it is distributed further west (APS 2014). 
The Tonto National Forest has a long history of hydroelectric production beginning with the Salt River Project and the Childs/Irving Power Plants in the early 1900s. The forest also has the potential to host or facilitate the development of other alternate or renewable energy sources which may include solar, wind, and biomass. Construction and maintenance of facilities and transmission lines could provide employment while energy produced or transmitted provides direct benefits in power generation. Wind and solar energy are clean fuels which do not release hydrocarbons to the atmosphere and as such do not contribute to global warming. 
Interest in exploring renewable energy development on public and private lands, including solar, wind, geothermal, woody biomass, and hydroelectric power at the local, state, and national level, has increased during the past 10 years. In 2006, the Arizona Corporate Commission approved the Renewable Energy Standard and Tariff. These rules require that regulated electric utilities must generate 15 percent of their energy from renewable resources by 2025. Each year, Arizona's utility companies are required to file annual implementation plans describing how they will comply with the Renewable Energy Standard and Tariff rules. The proposals include incentives for customers who install solar energy technologies for their own homes and businesses. This Renewable Energy Standard, along with Federal direction geared toward energy savings and climate change resiliency, have driven interest in exploring solar, wind, and woody biomass studies directly connected to National Forest System lands which might require development of additional transmission lines on National Forest System lands. Because the Arizona Corporate Commission is anticipated to update its renewable energy portfolio within the next 20 years, the Forest needs to consider potential renewable energy projects on National Forest System lands.
"
EIS00660,eis_Land_Management_Plan,process,What is the process for Arizona's utility companies to comply with the Renewable Energy Standard and Tariff rules?,"Arizona's utility companies are required to file annual implementation plans describing how they will comply with the Renewable Energy Standard and Tariff rules, which include incentives for customers who install solar energy technologies for their own homes and businesses.","Affected Environment 
The major power transmission lines located within the plan area transfer power generated from the Navajo Generating Station, the Four Corners Generating Station near Fruitland, New Mexico, and the 995-megawatt Cholla coal-fired power plant in northeastern Arizona near Holbrook. An existing 345 kilovolt line connects power generated at the Cholla Generation Plant to the Pinnacle Peak substation, where it is transferred into the 500-kilovolt system for further transmission. The Navajo Generating Station transmits electricity through an existing 500 kilovolt line, ultimately delivering power to the Palo Verde transmission hub where it is distributed further west (APS 2014). 
The Tonto National Forest has a long history of hydroelectric production beginning with the Salt River Project and the Childs/Irving Power Plants in the early 1900s. The forest also has the potential to host or facilitate the development of other alternate or renewable energy sources which may include solar, wind, and biomass. Construction and maintenance of facilities and transmission lines could provide employment while energy produced or transmitted provides direct benefits in power generation. Wind and solar energy are clean fuels which do not release hydrocarbons to the atmosphere and as such do not contribute to global warming. 
Interest in exploring renewable energy development on public and private lands, including solar, wind, geothermal, woody biomass, and hydroelectric power at the local, state, and national level, has increased during the past 10 years. In 2006, the Arizona Corporate Commission approved the Renewable Energy Standard and Tariff. These rules require that regulated electric utilities must generate 15 percent of their energy from renewable resources by 2025. Each year, Arizona's utility companies are required to file annual implementation plans describing how they will comply with the Renewable Energy Standard and Tariff rules. The proposals include incentives for customers who install solar energy technologies for their own homes and businesses. This Renewable Energy Standard, along with Federal direction geared toward energy savings and climate change resiliency, have driven interest in exploring solar, wind, and woody biomass studies directly connected to National Forest System lands which might require development of additional transmission lines on National Forest System lands. Because the Arizona Corporate Commission is anticipated to update its renewable energy portfolio within the next 20 years, the Forest needs to consider potential renewable energy projects on National Forest System lands.
"
EIS00661,eis_Land_Management_Plan,closed,Are there concentrations of minority and low-income populations within the analysis area of Tonto National Forest?,yes,"Environmental Justice Communities 
The demographic and poverty data presented in the Affected Environment (Race, Ethnicity, Income and Poverty, and Persons with Disabilities) describe the demographics of communities surrounding the Tonto National Forest. These data indicate that there is a concentration of minority and low-income populations within the analysis area. 
The primary environmental justice communities identified are the Native American communities, persons with disabilities, and low-income communities of all races and ethnicities (table 55). These populations meet the definition of environmental justice communities outlined above as they have a meaningfully greater population in the analysis area than in the adjacent geographic areas. In this case, the analysis area and Arizona as a whole. In Gila and Pinal Counties the Native American population is between 1 and 11 percent greater than the rest of the analysis area population and between 3 and 12 percent greater than the population of Native Americans in the whole state of Arizona (table 33 and figure 17). This makes these communities stand out in terms of having Native American populations that could be considered environmental justice communities. Communities with high populations of persons with one or more disabilities may also be considered an environmental justice population, particularly in Gila, Pinal, and Yavapai Counties (figure 19). Maricopa County, with its large population, falls well below the analysis area for persons with disabilities.
"
EIS00662,eis_Land_Management_Plan,closed,Is the Native American population in Gila and Pinal Counties less than or equal to the rest of the analysis area population?,no,"Environmental Justice Communities 
The demographic and poverty data presented in the Affected Environment (Race, Ethnicity, Income and Poverty, and Persons with Disabilities) describe the demographics of communities surrounding the Tonto National Forest. These data indicate that there is a concentration of minority and low-income populations within the analysis area. 
The primary environmental justice communities identified are the Native American communities, persons with disabilities, and low-income communities of all races and ethnicities (table 55). These populations meet the definition of environmental justice communities outlined above as they have a meaningfully greater population in the analysis area than in the adjacent geographic areas. In this case, the analysis area and Arizona as a whole. In Gila and Pinal Counties the Native American population is between 1 and 11 percent greater than the rest of the analysis area population and between 3 and 12 percent greater than the population of Native Americans in the whole state of Arizona (table 33 and figure 17). This makes these communities stand out in terms of having Native American populations that could be considered environmental justice communities. Communities with high populations of persons with one or more disabilities may also be considered an environmental justice population, particularly in Gila, Pinal, and Yavapai Counties (figure 19). Maricopa County, with its large population, falls well below the analysis area for persons with disabilities.
"
